Geo_Code,Prov_Name,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
13,New Brunswick,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,,3.1,,,,,
13,New Brunswick,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,,2.4,,,,,
13,New Brunswick,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",14,4.4,,,,,
13,New Brunswick,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,14,12.9,,,,,
13,New Brunswick,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,,1.3,,,,,
13,New Brunswick,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,15,4.8,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Number of owned dwellings,16,223375,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Number of rented dwellings,17,71235,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,,211225,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,18,84730,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,,9.7,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Average number of rooms per dwelling,19,6.7,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,19,0.4,,,,,
13,New Brunswick,Occupied private dwelling characteristics,Average value of owned dwelling ($),20,119549,,,,,
13,New Brunswick,Selected family characteristics,Total number of census families,21,217790,,,,,
13,New Brunswick,Selected family characteristics,   Number of married-couple families,22,151210,,,,,
13,New Brunswick,Selected family characteristics,   Number of common-law-couple families,23,31000,,,,,
13,New Brunswick,Selected family characteristics,   Number of lone-parent families,,35585,,,,,
13,New Brunswick,Selected family characteristics,      Number of female lone-parent families,,29150,,,,,
13,New Brunswick,Selected family characteristics,      Number of male lone-parent families,,6435,,,,,
13,New Brunswick,Selected family characteristics,Average number of persons in all census families,,2.8,,,,,
13,New Brunswick,Selected family characteristics,   Average number of persons in married-couple families,22,2.9,,,,,
13,New Brunswick,Selected family characteristics,   Average number of persons in common-law-couple families,23,2.7,,,,,
13,New Brunswick,Selected family characteristics,   Average number of persons in lone-parent families,,2.4,,,,,
13,New Brunswick,Selected family characteristics,      Average number of persons in female lone-parent families,,2.5,,,,,
13,New Brunswick,Selected family characteristics,      Average number of persons in male lone-parent families,,2.3,,,,,
13,New Brunswick,Selected family characteristics,Median income in 2005 - All census families ($),24,52878,,,,,
13,New Brunswick,Selected family characteristics,   Median income in 2005 - Married-couple families ($),22,60726,,,,,
13,New Brunswick,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),23,49137,,,,,
13,New Brunswick,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),,28416,,,,,
13,New Brunswick,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),,26810,,,,,
13,New Brunswick,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),,35859,,,,,
13,New Brunswick,Selected family characteristics,Median after-tax income in 2005 - All census families ($),24,46198,,,,,
13,New Brunswick,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),22,52000,,,,,
13,New Brunswick,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),,43211,,,,,
13,New Brunswick,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),,27375,,,,,
13,New Brunswick,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),,26152,,,,,
13,New Brunswick,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),,32559,,,,,
13,New Brunswick,Selected household characteristics,Total private households,25,295960,,,,,
13,New Brunswick,Selected household characteristics,   Households containing a couple (married or common-law) with children,26,79580,,,,,
13,New Brunswick,Selected household characteristics,   Households containing a couple (married or common-law) without children,27,97290,,,,,
13,New Brunswick,Selected household characteristics,   One-person households,,71940,,,,,
13,New Brunswick,Selected household characteristics,   Other household types,28,47145,,,,,
13,New Brunswick,Selected household characteristics,Median income in 2005 - All private households ($),29,45194,,,,,
13,New Brunswick,Selected household characteristics,   Median income in 2005 - Couple households with children ($),26,69945,,,,,
13,New Brunswick,Selected household characteristics,   Median income in 2005 - Couple households without children ($),27,52132,,,,,
13,New Brunswick,Selected household characteristics,   Median income in 2005 - One-person households ($),,21294,,,,,
13,New Brunswick,Selected household characteristics,   Median income in 2005 - Other household types ($),28,36130,,,,,
13,New Brunswick,Selected household characteristics,Median after-tax income in 2005 - All private households ($),29,39984,,,,,
13,New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),26,59630,,,,,
13,New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),27,45524,,,,,
13,New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),,19580,,,,,
13,New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),28,33809,,,,,
13,New Brunswick,Selected household characteristics,Median monthly payments for rented dwellings ($),30,558,,,,,
13,New Brunswick,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),31,551,,,,,
13,New Brunswick,Selected household characteristics,Average household size,,2.4,,,,,
13,New Brunswick,Mother tongue,Total population,32,719650,,351150,,368500,
13,New Brunswick,Mother tongue,   English only,,463190,,226625,,236565,
13,New Brunswick,Mother tongue,   French only,,232980,,113110,,119865,
13,New Brunswick,Mother tongue,   English and French,,4450,,2060,,2385,
13,New Brunswick,Mother tongue,   Other language(s),33,19025,,9345,,9680,
13,New Brunswick,Knowledge of official languages,Total population,34,719650,,351145,,368500,
13,New Brunswick,Knowledge of official languages,   English only,,405045,,201550,,203495,
13,New Brunswick,Knowledge of official languages,   French only,,73750,,34590,,39165,
13,New Brunswick,Knowledge of official languages,   English and French,,240085,,114615,,125470,
13,New Brunswick,Knowledge of official languages,   Neither English nor French,,765,,390,,375,
13,New Brunswick,Language spoken most often at home,Total population,35,719650,,351145,,368500,
13,New Brunswick,Language spoken most often at home,   English,,494210,,241270,,252940,
13,New Brunswick,Language spoken most often at home,   French,,211665,,103240,,108420,
13,New Brunswick,Language spoken most often at home,   Non-official language,,8355,,4210,,4145,
13,New Brunswick,Language spoken most often at home,   English and French,,4295,,1875,,2420,
13,New Brunswick,Language spoken most often at home,   English and non-official language,,965,,455,,510,
13,New Brunswick,Language spoken most often at home,   French and non-official language,,130,,90,,40,
13,New Brunswick,Language spoken most often at home,"   English, French and non-official language",,30,,10,,20,
13,New Brunswick,Immigrant status and period of immigration,Total population,36,719650,,351145,,368500,
13,New Brunswick,Immigrant status and period of immigration,   Non-immigrants,37,690695,,337645,,353050,
13,New Brunswick,Immigrant status and period of immigration,   Immigrants,38,26400,,12190,,14205,
13,New Brunswick,Immigrant status and period of immigration,      Before 1991,,18070,,8320,,9750,
13,New Brunswick,Immigrant status and period of immigration,      1991 to 2000,,4030,,1825,,2205,
13,New Brunswick,Immigrant status and period of immigration,      2001 to 2006,39,4295,,2045,,2250,
13,New Brunswick,Immigrant status and period of immigration,   Non-permanent residents,40,2560,,1315,,1245,
13,New Brunswick,Citizenship,Total population,41,719650,,351150,,368500,
13,New Brunswick,Citizenship,   Canadian citizens,,708465,,345980,,362485,
13,New Brunswick,Citizenship,      Canadian citizens under age 18,,146275,,75495,,70775,
13,New Brunswick,Citizenship,      Canadian citizens age 18 and over,,562195,,270480,,291710,
13,New Brunswick,Citizenship,   Not Canadian citizens,42,11185,,5170,,6010,
13,New Brunswick,Generation status,Total population 15 years and over,43,601425,,290500,,310920,
13,New Brunswick,Generation status,   1st generation,44,28330,,13385,,14950,
13,New Brunswick,Generation status,   2nd generation,45,33240,,16095,,17150,
13,New Brunswick,Generation status,   3rd generation or more,46,539850,,261030,,278825,
13,New Brunswick,Mobility status - Place of residence 1 year ago,Total population 1 year and over,47,712855,,347590,,365260,
13,New Brunswick,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,,626895,,306095,,320800,
13,New Brunswick,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",,47960,,23110,,24850,
13,New Brunswick,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,24970,,11725,,13240,
13,New Brunswick,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,,10680,,5515,,5165,
13,New Brunswick,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,,2350,,1145,,1205,
13,New Brunswick,Mobility status - Place of residence 5 years ago,Total population 5 years and over,48,685145,,333585,,351565,
13,New Brunswick,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,,462160,,226775,,235385,
13,New Brunswick,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",,116530,,55655,,60870,
13,New Brunswick,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,67285,,31660,,35620,
13,New Brunswick,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,,31570,,15795,,15775,
13,New Brunswick,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,,7600,,3690,,3915,
13,New Brunswick,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,49,719650,,351150,,368500,
13,New Brunswick,Aboriginal population,   Aboriginal identity population,50,17655,,8645,,9005,
13,New Brunswick,Aboriginal population,   Non-Aboriginal identity population,,701995,,342505,,359490,
